"users/17301813624378854263","keaks/17301813626490812217","2020-10-24T19:02:00.4308144","0","false","false","false"
"users/17301813626477185204","keaks/11050549152","2020-10-24T19:02:00.5125068","0","false","false","false"
"users/17301813626477185204","keaks/17301813623297239578","2020-10-24T19:02:00.7804916","0","false","false","false"
"users/17301813626451074931","keaks/17301813622014348102","2020-10-24T19:02:01.8329882","25","true","false","false"
"users/10153479323","keaks/17301813625916169044","2020-10-24T19:02:02.3831823","0","false","false","false"
"users/17301813625442088714","keaks/17301813626490812217","2020-10-24T19:02:03.1253551","0","false","false","false"
"users/17301813623214192080","keaks/17301813626506858418","2020-10-24T19:02:03.7599795","0","false","true","true"
"users/10153479323","keaks/5963562997","2020-10-24T19:02:04.3381635","0","false","false","false"
"users/17301813626136399329","keaks/17301813626500528449","2020-10-24T19:02:05.0339781","0","false","false","false"
"users/17301813625863613368","keaks/17301813626499589717","2020-10-24T19:02:05.3894953","0","false","false","false"
"users/17301813626477185204","keaks/17301813621488231896","2020-10-24T19:02:06.4585995","0","false","false","false"
"users/17301813624632961350","keaks/17301813626503271485","2020-10-24T19:02:07.0337758","0","true","true","true"
"users/6537819835","keaks/17301813625699223826","2020-10-24T19:02:07.5212067","0","false","false","false"
"users/10039162623","keaks/17301813626483421216","2020-10-24T19:02:08.7660552","0","false","true","false"
"users/17301813626253440737","keaks/17301813626506343431","2020-10-24T19:02:09.1911179","0","true","true","true"
"users/17301813626506623838","keaks/17301813626497106438","2020-10-24T19:02:09.2389314","0","false","false","false"
"users/17301813626477185204","keaks/17301813621913388082","2020-10-24T19:02:09.3318042","0","false","false","false"
"users/17301813626496990032","keaks/17301813623972800103","2020-10-24T19:02:09.7537202","0","false","false","false"
"users/12201546714","keaks/17301813626490812217","2020-10-24T19:02:09.7858662","0","false","false","false"
"users/17301813626506696831","keaks/6275461496","2020-10-24T19:02:09.9887578","0","true","false","false"
"users/17301813621614964195","keaks/17301813626507433903","2020-10-24T19:02:10.0974394","0","false","false","false"
"users/17301813623557860961","keaks/17301813626426347062","2020-10-24T19:02:10.7427191","0","false","false","false"
"users/265766368","battles/17301813626442501237","2020-10-24T19:02:11.2187448","0","false","false","false"
"users/17301813626506696831","keaks/17301813622415486589","2020-10-24T19:02:11.5313348","0","false","false","false"
"users/17301813626338998286","keaks/11141722943","2020-10-24T19:02:11.9803464","0","false","false","false"
"users/10153479323","keaks/17301813626452756301","2020-10-24T19:02:12.0115977","0","false","false","false"
"users/17301813626343348796","keaks/17301813626506893611","2020-10-24T19:02:12.3784693","0","false","false","false"
"users/10238276671","keaks/222800726","2020-10-24T19:02:12.7847489","0","true","false","false"
"users/17301813626343348796","keaks/17301813626343738071","2020-10-24T19:02:14.8213719","0","true","true","true"
